DATE,AAA10Y,DAAA,BAA10Y,DBAA,THREEFY1,THREEFY10,THREEFY2,THREEFY3,THREEFY4,THREEFY5,THREEFY6,THREEFY7
2003-08-28,1.40,5.82,2.49,6.91,1.3360,4.8413,1.9289,2.4935,2.9930,3.4234,3.7921,4.1094
2003-08-29,1.38,5.83,2.46,6.91,1.3453,4.8487,1.9420,2.5072,3.0061,3.4353,3.8029,4.1192
2003-09-01,.,.,.,.,.,.,.,.,.,.,.,.
2003-09-02,1.32,5.93,2.39,7.00,1.4000,4.9729,2.0300,2.6127,3.1208,3.5550,3.9252,4.2428
2003-09-03,1.34,5.94,2.40,7.00,1.3916,4.9952,2.0307,2.6197,3.1323,3.5698,3.9424,4.2619
2003-09-04,1.39,5.91,2.46,6.98,1.3381,4.9224,1.9554,2.5367,3.0478,3.4864,3.8611,4.1829
2003-09-05,1.45,5.80,2.52,6.87,1.2368,4.7605,1.8031,2.3641,2.8690,3.3077,3.6851,4.0104
2003-09-08,1.41,5.82,2.48,6.89,1.2413,4.7679,1.7987,2.3581,2.8644,3.3054,3.6853,4.0128
2003-09-09,1.45,5.82,2.53,6.90,1.2193,4.7430,1.7634,2.3194,2.8264,3.2696,3.6521,3.9821
2003-09-10,1.47,5.75,2.55,6.83,1.1778,4.6596,1.6942,2.2380,2.7401,3.1819,3.5645,3.8953
2003-09-11,1.40,5.75,2.48,6.83,1.2016,4.6939,1.7234,2.2699,2.7734,3.2159,3.5988,3.9298
2003-09-12,1.49,5.76,2.56,6.83,1.1817,4.6483,1.6883,2.2278,2.7282,3.1694,3.5520,3.8831
2003-09-15,1.48,5.76,2.55,6.83,1.1715,4.6334,1.6692,2.2060,2.7063,3.1486,3.5325,3.8649
2003-09-16,1.51,5.80,2.57,6.86,1.1604,4.6348,1.6561,2.1942,2.6969,3.1417,3.5279,3.8622
2003-09-17,1.51,5.71,2.56,6.76,1.1448,4.5690,1.6227,2.1496,2.6451,3.0851,3.4680,3.8001
2003-09-18,1.50,5.69,2.54,6.73,1.1653,4.5607,1.6428,2.1658,2.6563,3.0915,3.4703,3.7989
2003-09-19,1.48,5.65,2.52,6.69,1.1848,4.5538,1.6670,2.1872,2.6728,3.1027,3.4765,3.8009
2003-09-22,1.47,5.73,2.52,6.78,1.2080,4.6000,1.7032,2.2297,2.7181,3.1492,3.5235,3.8479
2003-09-23,1.40,5.64,2.50,6.74,1.1970,4.5858,1.6920,2.2179,2.7058,3.1364,3.5102,3.8343
2003-09-24,1.41,5.57,2.50,6.66,1.1780,4.5276,1.6606,2.1782,2.6603,3.0868,3.4577,3.7796
2003-09-25,1.42,5.54,2.52,6.64,1.1657,4.4839,1.6397,2.1509,2.6282,3.0512,3.4194,3.7394
2003-09-26,1.45,5.49,2.55,6.59,1.1388,4.4017,1.5924,2.0912,2.5606,2.9784,3.3432,3.6608
2003-09-29,1.46,5.55,2.56,6.65,1.1558,4.4149,1.6094,2.1077,2.5765,2.9937,3.3580,3.6751
2003-09-30,1.47,5.43,2.57,6.53,1.0998,4.3104,1.5243,2.0091,2.4719,2.8868,3.2506,3.5680
2003-10-01,1.47,5.43,2.56,6.52,1.0840,4.2855,1.4983,1.9795,2.4417,2.8571,3.2218,3.5403
2003-10-02,1.45,5.48,2.54,6.57,1.0952,4.3360,1.5194,2.0083,2.4765,2.8966,3.2648,3.5860
2003-10-03,1.43,5.64,2.52,6.73,1.1744,4.5083,1.6452,2.1580,2.6384,3.0647,3.4359,3.7585
2003-10-06,1.43,5.60,2.51,6.68,1.1525,4.5074,1.6266,2.1429,2.6266,3.0557,3.4294,3.7538
2003-10-07,1.42,5.69,2.49,6.76,1.1811,4.5870,1.6774,2.2060,2.6966,3.1298,3.5059,3.8318
2003-10-08,1.44,5.71,2.51,6.78,1.1726,4.6005,1.6741,2.2069,2.7009,3.1367,3.5148,3.8422
2003-10-09,1.44,5.76,2.50,6.82,1.1834,4.6445,1.6971,2.2374,2.7362,3.1751,3.5552,3.8841
2003-10-10,1.43,5.72,2.48,6.77,1.1758,4.6276,1.6857,2.2238,2.7212,3.1593,3.5390,3.8676
2003-10-13,.,.,.,.,.,.,.,.,.,.,.,.
2003-10-14,1.43,5.80,2.48,6.85,1.2082,4.6938,1.7340,2.2806,2.7826,3.2231,3.6041,3.9334
2003-10-15,1.41,5.84,2.44,6.87,1.2388,4.7529,1.7831,2.3379,2.8432,3.2848,3.6658,3.9946
2003-10-16,1.38,5.85,2.40,6.87,1.3088,4.8299,1.8836,2.4464,2.9503,3.3870,3.7621,4.0852
2003-10-17,1.38,5.79,2.38,6.79,1.2952,4.7855,1.8678,2.4257,2.9243,3.3562,3.7274,4.0472
2003-10-20,1.36,5.77,2.36,6.77,1.3019,4.7647,1.8728,2.4265,2.9205,3.3481,3.7156,4.0324
2003-10-21,1.38,5.76,2.39,6.77,1.3001,4.7366,1.8691,2.4186,2.9081,3.3318,3.6958,4.0099
2003-10-22,1.41,5.70,2.43,6.72,1.2705,4.6503,1.8178,2.3544,2.8359,3.2543,3.6150,3.9268
2003-10-23,1.39,5.73,2.41,6.75,1.2849,4.6641,1.8352,2.3723,2.8535,3.2713,3.6313,3.9424
2003-10-24,1.40,5.64,2.42,6.66,1.2448,4.5788,1.7724,2.2981,2.7733,3.1881,3.5465,3.8569
2003-10-27,1.38,5.68,2.39,6.69,1.2800,4.6096,1.8128,2.3391,2.8132,3.2262,3.5829,3.8916
2003-10-28,1.40,5.63,2.41,6.64,1.2388,4.5469,1.7541,2.2732,2.7451,3.1580,3.5155,3.8254
2003-10-29,1.39,5.70,2.39,6.70,1.2656,4.6024,1.7938,2.3200,2.7958,3.2110,3.5697,3.8803
2003-10-30,1.38,5.74,2.36,6.72,1.3001,4.6694,1.8484,2.3837,2.8634,3.2800,3.6390,3.9493
2003-10-31,1.36,5.69,2.36,6.69,1.2961,4.6595,1.8449,2.3796,2.8582,3.2736,3.6316,3.9410
2003-11-03,1.32,5.72,2.32,6.72,1.3244,4.7107,1.8895,2.4311,2.9122,3.3283,3.6859,3.9946
2003-11-04,1.35,5.68,2.36,6.69,1.3042,4.6718,1.8640,2.4017,2.8800,3.2940,3.6501,3.9577
2003-11-05,1.34,5.72,2.35,6.73,1.3365,4.7051,1.9089,2.4496,2.9270,3.3386,3.6920,3.9971
2003-11-06,1.32,5.77,2.34,6.79,1.3800,4.7712,1.9747,2.5237,3.0031,3.4140,3.7657,4.0687
2003-11-07,1.31,5.79,2.32,6.80,1.4080,4.8080,2.0191,2.5732,3.0526,3.4617,3.8110,4.1115
2003-11-10,1.32,5.81,2.33,6.82,1.4244,4.8244,2.0457,2.6020,3.0806,3.4876,3.8345,4.1329
2003-11-11,.,.,.,.,.,.,.,.,.,.,.,.
2003-11-12,1.31,5.75,2.33,6.77,1.4070,4.7847,2.0247,2.5770,3.0519,3.4559,3.8004,4.0968
2003-11-13,1.34,5.64,2.35,6.65,1.3383,4.6579,1.9251,2.4621,2.9295,3.3299,3.6729,3.9689
2003-11-14,1.37,5.59,2.37,6.59,1.2934,4.5627,1.8515,2.3749,2.8360,3.2337,3.5758,3.8718
2003-11-17,1.39,5.57,2.39,6.57,1.2691,4.5075,1.8062,2.3204,2.7780,3.1748,3.5172,3.8139
2003-11-18,1.38,5.55,2.38,6.55,1.2711,4.4844,1.7991,2.3078,2.7619,3.1563,3.4971,3.7927
2003-11-19,1.37,5.61,2.37,6.61,1.3116,4.5357,1.8560,2.3699,2.8245,3.2175,3.5562,3.8495
2003-11-20,1.39,5.55,2.40,6.56,1.2836,4.4867,1.8177,2.3264,2.7781,3.1697,3.5075,3.8005
2003-11-21,1.38,5.53,2.39,6.54,1.2822,4.4721,1.8150,2.3216,2.7711,3.1606,3.4969,3.7886
2003-11-24,1.37,5.60,2.38,6.61,1.3295,4.5320,1.8794,2.3917,2.8419,3.2302,3.5644,3.8540
2003-11-25,1.37,5.56,2.38,6.57,1.3175,4.5101,1.8647,2.3749,2.8236,3.2108,3.5442,3.8331
2003-11-26,1.34,5.59,2.35,6.60,1.3502,4.5592,1.9150,2.4315,2.8816,3.2679,3.5997,3.8869
2003-11-27,.,.,.,.,.,.,.,.,.,.,.,.
2003-11-28,1.30,5.64,2.33,6.67,1.4036,4.6407,1.9981,2.5254,2.9777,3.3628,3.6920,3.9763
2003-12-01,1.28,5.68,2.30,6.70,1.4458,4.7140,2.0656,2.6030,3.0586,3.4438,3.7718,4.0544
2003-12-02,1.29,5.67,2.30,6.68,1.4334,4.7086,2.0578,2.5972,3.0535,3.4389,3.7670,4.0495
2003-12-03,1.32,5.73,2.29,6.70,1.4391,4.7285,2.0726,2.6161,3.0740,3.4600,3.7880,4.0703
2003-12-04,1.32,5.70,2.29,6.67,1.4203,4.7037,2.0500,2.5918,3.0490,3.4346,3.7626,4.0450
2003-12-05,1.36,5.59,2.33,6.56,1.3305,4.5661,1.9231,2.4495,2.9015,3.2866,3.6160,3.9005
2003-12-08,1.37,5.66,2.33,6.62,1.3437,4.5831,1.9352,2.4619,2.9147,3.3007,3.6309,3.9161
2003-12-09,1.39,5.71,2.34,6.66,1.3618,4.6173,1.9593,2.4897,2.9449,3.3324,3.6636,3.9494
2003-12-10,1.39,5.69,2.35,6.65,1.3479,4.6052,1.9399,2.4693,2.9252,3.3141,3.6468,3.9341
2003-12-11,1.38,5.65,2.35,6.62,1.2922,4.5555,1.8694,2.3962,2.8544,3.2472,3.5841,3.8753
2003-12-12,1.37,5.63,2.34,6.60,1.2869,4.5531,1.8602,2.3865,2.8456,3.2397,3.5779,3.8703
2003-12-15,1.37,5.65,2.34,6.62,1.3004,4.5762,1.8769,2.4053,2.8658,3.2609,3.5998,3.8926
2003-12-16,1.38,5.62,2.35,6.59,1.2778,4.5464,1.8438,2.3688,2.8290,3.2249,3.5651,3.8594
2003-12-17,1.38,5.57,2.35,6.54,1.2678,4.5110,1.8255,2.3450,2.8014,3.1948,3.5332,3.8262
2003-12-18,1.35,5.51,2.32,6.48,1.2602,4.4791,1.8147,2.3300,2.7825,3.1724,3.5080,3.7986
2003-12-19,1.35,5.50,2.33,6.48,1.2529,4.4651,1.8071,2.3214,2.7727,3.1616,3.4962,3.7861
2003-12-22,1.35,5.53,2.34,6.52,1.2709,4.4786,1.8266,2.3406,2.7910,3.1789,3.5125,3.8016
2003-12-23,1.32,5.60,2.31,6.59,1.3218,4.5596,1.9011,2.4248,2.8785,3.2666,3.5993,3.8870
2003-12-24,1.36,5.56,2.34,6.54,1.2823,4.5062,1.8476,2.3661,2.8185,3.2071,3.5409,3.8299
2003-12-25,.,.,.,.,.,.,.,.,.,.,.,.
2003-12-26,1.35,5.52,2.33,6.50,1.2559,4.4680,1.8122,2.3269,2.7780,3.1664,3.5005,3.7900
2003-12-29,1.35,5.59,2.33,6.57,1.2825,4.5183,1.8443,2.3637,2.8185,3.2099,3.5463,3.8374
2003-12-30,1.35,5.64,2.33,6.62,1.2944,4.5597,1.8597,2.3841,2.8438,3.2394,3.5793,3.8733
2003-12-31,1.36,5.63,2.34,6.61,1.2879,4.5588,1.8481,2.3722,2.8334,3.2310,3.5728,3.8686
2004-01-01,.,.,.,.,.,.,.,.,.,.,.,.
2004-01-02,1.35,5.73,2.32,6.70,1.3308,4.6526,1.9148,2.4515,2.9196,3.3209,3.6648,3.9617
2004-01-05,1.29,5.70,2.27,6.68,1.3463,4.6956,1.9418,2.4849,2.9568,3.3604,3.7058,4.0035
2004-01-06,1.34,5.63,2.32,6.61,1.2918,4.6114,1.8639,2.3976,2.8662,3.2695,3.6158,3.9149
2004-01-07,1.34,5.61,2.30,6.57,1.2749,4.5734,1.8366,2.3649,2.8307,3.2326,3.5782,3.8769
2004-01-08,1.36,5.63,2.26,6.53,1.2713,4.5668,1.8340,2.3620,2.8272,3.2284,3.5733,3.8715
2004-01-09,1.41,5.52,2.31,6.42,1.1856,4.4291,1.7114,2.2236,2.6829,3.0827,3.4283,3.7281
2004-01-12,1.41,5.52,2.32,6.43,1.1758,4.3984,1.6872,2.1931,2.6501,3.0493,3.3952,3.6955
2004-01-13,1.44,5.49,2.35,6.40,1.1470,4.3455,1.6396,2.1379,2.5923,2.9913,3.3378,3.6392
2004-01-14,1.42,5.43,2.33,6.34,1.1452,4.3132,1.6296,2.1218,2.5716,2.9671,3.3111,3.6105
2004-01-15,1.42,5.41,2.33,6.32,1.1586,4.2977,1.6425,2.1305,2.5753,2.9661,3.3060,3.6020
2004-01-16,1.39,5.43,2.30,6.34,1.1881,4.3321,1.6833,2.1746,2.6193,3.0087,3.3467,3.6409
2004-01-19,.,.,.,.,.,.,.,.,.,.,.,.
2004-01-20,1.40,5.48,2.31,6.39,1.1995,4.3567,1.7015,2.1962,2.6427,3.0329,3.3713,3.6657
2004-01-21,1.42,5.47,2.33,6.38,1.1956,4.3458,1.6980,2.1918,2.6370,3.0259,3.3632,3.6566
2004-01-22,1.42,5.41,2.33,6.32,1.1676,4.2953,1.6585,2.1465,2.5886,2.9761,3.3128,3.6059
2004-01-23,1.40,5.49,2.30,6.39,1.2010,4.3626,1.7086,2.2052,2.6518,3.0416,3.3794,3.6731
2004-01-26,1.40,5.56,2.28,6.44,1.2302,4.4275,1.7528,2.2579,2.7095,3.1023,3.4419,3.7368
2004-01-27,1.40,5.51,2.26,6.37,1.2082,4.4034,1.7227,2.2256,2.6776,3.0716,3.4128,3.7091
2004-01-28,1.37,5.59,2.23,6.45,1.2809,4.4979,1.8207,2.3325,2.7862,3.1789,3.5175,3.8110
2004-01-29,1.36,5.58,2.19,6.41,1.2999,4.5189,1.8477,2.3617,2.8150,3.2064,3.5435,3.8356
2004-01-30,1.37,5.53,2.19,6.35,1.2846,4.4820,1.8276,2.3374,2.7873,3.1761,3.5111,3.8015
2004-02-02,1.37,5.55,2.17,6.35,1.2925,4.4845,1.8349,2.3439,2.7929,3.1809,3.5153,3.8052
2004-02-03,1.39,5.52,2.18,6.31,1.2650,4.4430,1.7953,2.2994,2.7470,3.1351,3.4702,3.7610
2004-02-04,1.38,5.53,2.16,6.31,1.2676,4.4501,1.7990,2.3040,2.7523,3.1409,3.4764,3.7675
2004-02-05,1.35,5.55,2.13,6.33,1.2944,4.4864,1.8372,2.3463,2.7953,3.1832,3.5175,3.8073
2004-02-06,1.39,5.51,2.16,6.28,1.2620,4.4306,1.7915,2.2942,2.7402,3.1268,3.4607,3.7505
2004-02-09,1.40,5.49,2.16,6.25,1.2503,4.3982,1.7678,2.2648,2.7083,3.0939,3.4274,3.7173
2004-02-10,1.39,5.52,2.15,6.28,1.2745,4.4232,1.7981,2.2967,2.7398,3.1243,3.4566,3.7453
2004-02-11,1.43,5.48,2.19,6.24,1.2298,4.3561,1.7361,2.2276,2.6682,3.0524,3.3854,3.6750
2004-02-12,1.43,5.53,2.18,6.28,1.2334,4.3685,1.7413,2.2343,2.6764,3.0618,3.3957,3.6860
2004-02-13,1.45,5.50,2.20,6.25,1.2055,4.3368,1.7045,2.1949,2.6370,3.0236,3.3589,3.6507
2004-02-16,.,.,.,.,.,.,.,.,.,.,.,.
2004-02-17,1.45,5.50,2.19,6.24,1.2081,4.3333,1.7014,2.1897,2.6314,3.0180,3.3537,3.6460
2004-02-18,1.44,5.49,2.19,6.24,1.2210,4.3434,1.7160,2.2043,2.6453,3.0312,3.3661,3.6577
2004-02-19,1.42,5.47,2.19,6.24,1.2106,4.3371,1.7023,2.1905,2.6325,3.0197,3.3560,3.6488
2004-02-20,1.43,5.53,2.18,6.28,1.2370,4.3845,1.7406,2.2344,2.6791,3.0674,3.4041,3.6969
2004-02-23,1.44,5.49,2.20,6.25,1.2228,4.3553,1.7142,2.2032,2.6463,3.0346,3.3719,3.6654
2004-02-24,1.43,5.47,2.19,6.23,1.2161,4.3376,1.6995,2.1851,2.6270,3.0151,3.3526,3.6465
2004-02-25,1.44,5.46,2.21,6.23,1.2025,4.3182,1.6780,2.1610,2.6026,2.9913,3.3297,3.6246
2004-02-26,1.44,5.49,2.20,6.25,1.2096,4.3369,1.6875,2.1727,2.6162,3.0063,3.3459,3.6417
2004-02-27,1.44,5.43,2.21,6.20,1.1973,4.3120,1.6688,2.1508,2.5926,2.9820,3.3211,3.6168
2004-03-01,1.43,5.43,2.20,6.20,1.2004,4.3037,1.6680,2.1474,2.5877,2.9759,3.3143,3.6094
2004-03-02,1.42,5.47,2.19,6.24,1.2293,4.3443,1.7074,2.1909,2.6323,3.0204,3.3581,3.6523
2004-03-03,1.41,5.48,2.18,6.25,1.2450,4.3640,1.7305,2.2164,2.6578,3.0451,3.3817,3.6749
2004-03-04,1.41,5.45,2.18,6.22,1.2363,4.3408,1.7189,2.2020,2.6411,3.0265,3.3617,3.6537
2004-03-05,1.47,5.32,2.25,6.10,1.1545,4.1814,1.5971,2.0601,2.4890,2.8695,3.2023,3.4935
2004-03-08,1.51,5.29,2.30,6.08,1.1219,4.0926,1.5351,1.9834,2.4052,2.7822,3.1135,3.4040
2004-03-09,1.51,5.24,2.30,6.03,1.1052,4.0310,1.4993,1.9370,2.3526,2.7259,3.0549,3.3441
2004-03-10,1.52,5.26,2.31,6.05,1.1154,4.0223,1.5061,1.9404,2.3531,2.7240,3.0510,3.3386
2004-03-11,1.53,5.27,2.32,6.06,1.1260,4.0347,1.5186,1.9537,2.3665,2.7373,3.0642,3.3516
2004-03-12,1.51,5.29,2.31,6.09,1.1364,4.0462,1.5322,1.9682,2.3810,2.7513,3.0776,3.3645
2004-03-15,1.50,5.28,2.31,6.09,1.1479,4.0514,1.5454,1.9808,2.3924,2.7614,3.0864,3.3721
2004-03-16,1.57,5.27,2.34,6.04,1.1209,3.9892,1.5034,1.9304,2.3371,2.7032,3.0265,3.3111
2004-03-17,1.56,5.27,2.33,6.04,1.1201,3.9785,1.5033,1.9291,2.3339,2.6982,3.0199,3.3031
2004-03-18,1.52,5.28,2.32,6.08,1.1373,4.0176,1.5345,1.9666,2.3741,2.7392,3.0609,3.3438
2004-03-19,1.51,5.31,2.30,6.10,1.1492,4.0523,1.5579,1.9958,2.4062,2.7728,3.0952,3.3785
2004-03-22,1.50,5.24,2.32,6.06,1.1321,4.0114,1.5280,1.9596,2.3670,2.7322,3.0540,3.3371
2004-03-23,1.53,5.26,2.33,6.06,1.1248,3.9957,1.5161,1.9455,2.3518,2.7165,3.0382,3.3212
2004-03-24,1.53,5.26,2.33,6.06,1.1212,3.9901,1.5131,1.9423,2.3482,2.7124,3.0337,3.3164
2004-03-25,1.53,5.28,2.34,6.09,1.1169,4.0060,1.5126,1.9456,2.3546,2.7215,3.0448,3.3291
2004-03-26,1.51,5.36,2.31,6.16,1.1580,4.0949,1.5756,2.0203,2.4359,2.8063,3.1317,3.4171
2004-03-29,1.49,5.40,2.28,6.19,1.1841,4.1568,1.6152,2.0681,2.4887,2.8625,3.1900,3.4769
2004-03-30,1.50,5.41,2.28,6.19,1.1896,4.1780,1.6271,2.0836,2.5064,2.8816,3.2099,3.4974
2004-03-31,1.51,5.37,2.29,6.15,1.1646,4.1373,1.5914,2.0433,2.4643,2.8389,3.1673,3.4552
2004-04-01,1.49,5.40,2.27,6.18,1.1876,4.1723,1.6262,2.0824,2.5044,2.8787,3.2063,3.4931
2004-04-02,1.40,5.55,2.17,6.32,1.3052,4.3843,1.8061,2.2899,2.7230,3.1006,3.4279,3.7129
2004-04-05,1.38,5.62,2.13,6.37,1.3541,4.4951,1.8911,2.3919,2.8326,3.2133,3.5415,3.8263
2004-04-06,1.41,5.60,2.16,6.35,1.3295,4.4773,1.8697,2.3721,2.8136,3.1947,3.5231,3.8081
2004-04-07,1.40,5.59,2.15,6.34,1.3259,4.4763,1.8681,2.3713,2.8131,3.1942,3.5226,3.8074
2004-04-08,1.41,5.62,2.15,6.36,1.3330,4.5004,1.8858,2.3937,2.8375,3.2193,3.5478,3.8324
2004-04-09,.,.,.,.,.,.,.,.,.,.,.,.
2004-04-12,1.39,5.64,2.13,6.38,1.3494,4.5365,1.9117,2.4246,2.8710,3.2542,3.5834,3.8684
2004-04-13,1.38,5.73,2.11,6.46,1.3986,4.6306,1.9871,2.5123,2.9643,3.3498,3.6796,3.9645
2004-04-14,1.36,5.76,2.08,6.48,1.4575,4.6980,2.0667,2.5980,3.0497,3.4324,3.7588,4.0403
2004-04-15,1.38,5.80,2.09,6.51,1.4657,4.7196,2.0855,2.6210,3.0741,3.4570,3.7829,4.0638
2004-04-16,1.40,5.77,2.11,6.48,1.4309,4.6835,2.0467,2.5810,3.0342,3.4176,3.7442,4.0258
2004-04-19,1.40,5.79,2.12,6.51,1.4477,4.7006,2.0668,2.6019,3.0549,3.4377,3.7636,4.0445
2004-04-20,1.39,5.82,2.10,6.53,1.4725,4.7317,2.0990,2.6367,3.0902,3.4725,3.7978,4.0778
2004-04-21,1.37,5.82,2.09,6.54,1.5314,4.7742,2.1720,2.7108,3.1602,3.5370,3.8567,4.1317
2004-04-22,1.38,5.78,2.10,6.50,1.5118,4.7271,2.1471,2.6807,3.1257,3.4990,3.8158,4.0886
2004-04-23,1.36,5.84,2.07,6.55,1.5774,4.7921,2.2357,2.7746,3.2176,3.5861,3.8977,4.1655
2004-04-26,1.35,5.81,2.06,6.52,1.5941,4.7882,2.2572,2.7942,3.2331,3.5973,3.9048,4.1690
2004-04-27,1.37,5.80,2.08,6.51,1.5734,4.7514,2.2311,2.7646,3.2012,3.5637,3.8701,4.1335
2004-04-28,1.35,5.85,2.06,6.56,1.6018,4.7979,2.2781,2.8184,3.2564,3.6182,3.9230,4.1847
2004-04-29,1.34,5.89,2.06,6.61,1.6274,4.8514,2.3255,2.8747,3.3157,3.6777,3.9816,4.2420
2004-04-30,1.34,5.87,2.05,6.58,1.6229,4.8372,2.3218,2.8698,3.3089,3.6692,3.9715,4.2306
2004-05-03,1.34,5.87,2.05,6.58,1.6367,4.8354,2.3331,2.8783,3.3150,3.6732,3.9738,4.2315
2004-05-04,1.36,5.92,2.07,6.63,1.6411,4.8558,2.3417,2.8902,3.3293,3.6894,3.9914,4.2501
2004-05-05,1.30,5.91,2.05,6.66,1.6482,4.8938,2.3616,2.9174,3.3607,3.7233,4.0270,4.2867
2004-05-06,1.35,5.98,2.06,6.69,1.6667,4.9222,2.3874,2.9462,3.3907,3.7535,4.0569,4.3163
2004-05-07,1.27,6.06,1.97,6.76,1.8119,5.0880,2.5729,3.1441,3.5888,3.9472,4.2445,4.4978
2004-05-10,1.31,6.12,1.98,6.79,1.8436,5.1143,2.6098,3.1815,3.6249,3.9813,4.2768,4.5282
2004-05-11,1.29,6.08,1.99,6.78,1.8438,5.1040,2.6110,3.1814,3.6229,3.9773,4.2710,4.5209
2004-05-12,1.30,6.13,2.00,6.83,1.8429,5.1165,2.6186,3.1927,3.6358,3.9907,4.2845,4.5342
2004-05-13,1.33,6.18,2.02,6.87,1.8608,5.1543,2.6545,3.2356,3.6805,4.0351,4.3276,4.5760
2004-05-14,1.33,6.12,2.03,6.82,1.8259,5.1029,2.6105,3.1871,3.6298,3.9834,4.2756,4.5239
2004-05-17,1.36,6.06,2.08,6.78,1.7926,5.0204,2.5471,3.1099,3.5467,3.8982,4.1900,4.4387
2004-05-18,1.34,6.08,2.05,6.79,1.8154,5.0347,2.5698,3.1315,3.5669,3.9170,4.2076,4.4553
2004-05-19,1.33,6.12,2.03,6.82,1.8435,5.0766,2.6096,3.1760,3.6128,3.9629,4.2528,4.4997
2004-05-20,1.33,6.05,2.05,6.77,1.8177,5.0340,2.5749,3.1368,3.5714,3.9204,4.2099,4.4567
2004-05-21,1.32,6.08,2.03,6.79,1.8396,5.0575,2.6045,3.1684,3.6027,3.9505,4.2385,4.4837
2004-05-24,1.31,6.06,2.02,6.77,1.8521,5.0511,2.6107,3.1706,3.6022,3.9481,4.2347,4.4790
2004-05-25,1.30,6.03,2.02,6.75,1.8532,5.0350,2.6058,3.1620,3.5911,3.9353,4.2209,4.4643
2004-05-26,1.33,6.00,2.05,6.72,1.8246,4.9789,2.5608,3.1093,3.5351,3.8780,4.1632,4.4069
2004-05-27,1.33,5.93,2.05,6.65,1.7833,4.9097,2.5001,3.0402,3.4627,3.8049,4.0904,4.3348
2004-05-28,1.31,5.97,2.03,6.69,1.8217,4.9453,2.5458,3.0873,3.5088,3.8490,4.1325,4.3749
2004-05-31,.,.,.,.,.,.,.,.,.,.,.,.
2004-06-01,1.31,6.02,2.05,6.76,1.8700,4.9910,2.5962,3.1379,3.5589,3.8984,4.1811,4.4227
2004-06-02,1.30,6.04,2.06,6.80,1.9076,5.0254,2.6399,3.1827,3.6027,3.9405,4.2213,4.4612
2004-06-03,1.32,6.03,2.08,6.79,1.9076,5.0129,2.6362,3.1763,3.5944,3.9309,4.2107,4.4499
2004-06-04,1.29,6.07,2.06,6.84,1.9566,5.0660,2.6962,3.2395,3.6575,3.9925,4.2705,4.5078
2004-06-07,1.29,6.07,2.05,6.83,1.9687,5.0638,2.6997,3.2392,3.6556,3.9899,4.2677,4.5051
2004-06-08,1.28,6.06,2.04,6.82,1.9912,5.0660,2.7169,3.2524,3.6658,3.9979,4.2739,4.5100
2004-06-09,1.28,6.10,2.03,6.85,2.0355,5.0978,2.7665,3.3015,3.7123,4.0413,4.3144,4.5478
2004-06-10,1.27,6.08,2.03,6.84,2.0658,5.0919,2.7937,3.3230,3.7278,4.0515,4.3200,4.5495
2004-06-11,.,.,.,.,.,.,.,.,.,.,.,.
2004-06-14,1.25,6.14,2.01,6.90,2.1750,5.1569,2.9073,3.4317,3.8287,4.1442,4.4054,4.6285
2004-06-15,1.28,5.97,2.06,6.75,2.0977,5.0011,2.7936,3.2986,3.6850,3.9946,4.2525,4.4739
2004-06-16,1.28,6.02,2.04,6.78,2.1106,5.0041,2.8132,3.3183,3.7024,4.0090,4.2639,4.4827
2004-06-17,1.25,5.96,2.03,6.74,2.0943,4.9736,2.7978,3.3011,3.6825,3.9866,4.2392,4.4560
2004-06-18,1.26,5.98,2.03,6.75,2.1019,4.9755,2.8095,3.3129,3.6930,3.9952,4.2461,4.4613
2004-06-21,1.28,5.98,2.05,6.75,2.1059,4.9584,2.8041,3.3025,3.6798,3.9804,4.2303,4.4450
2004-06-22,1.27,5.99,2.05,6.77,2.1072,4.9616,2.8051,3.3037,3.6813,3.9823,4.2325,4.4475
2004-06-23,1.27,5.98,2.06,6.77,2.0966,4.9502,2.7941,3.2924,3.6699,3.9708,4.2210,4.4360
2004-06-24,1.29,5.95,2.06,6.72,2.0719,4.9077,2.7599,3.2535,3.6287,3.9285,4.1783,4.3931
2004-06-25,1.29,5.95,2.07,6.73,2.0727,4.9005,2.7564,3.2479,3.6221,3.9215,4.1710,4.3858
2004-06-28,1.27,6.03,2.04,6.80,2.1516,4.9818,2.8470,3.3417,3.7155,4.0130,4.2604,4.4729
2004-06-29,1.28,5.98,2.06,6.76,2.1495,4.9550,2.8357,3.3249,3.6952,3.9905,4.2363,4.4478
2004-06-30,1.29,5.91,2.09,6.71,2.0784,4.8704,2.7450,3.2277,3.5972,3.8941,4.1423,4.3564
2004-07-01,1.32,5.89,2.12,6.69,2.0158,4.8139,2.6761,3.1580,3.5290,3.8281,4.0786,4.2948
2004-07-02,1.33,5.81,2.13,6.61,1.9577,4.7246,2.5908,3.0620,3.4299,3.7292,3.9813,4.1995
2004-07-05,.,.,.,.,.,.,.,.,.,.,.,.
2004-07-06,1.34,5.83,2.14,6.63,1.9737,4.7251,2.5942,3.0605,3.4269,3.7263,3.9790,4.1980
2004-07-07,1.33,5.83,2.13,6.63,1.9670,4.7262,2.5856,3.0526,3.4205,3.7216,3.9758,4.1962
2004-07-08,1.34,5.83,2.14,6.63,1.9510,4.7169,2.5676,3.0350,3.4043,3.7068,3.9625,4.1841
