DATE,AAA10Y,DAAA,BAA10Y,DBAA,THREEFY1,THREEFY10,THREEFY2,THREEFY3,THREEFY4,THREEFY5,THREEFY6,THREEFY7
1990-11-26,0.96,9.23,2.25,10.52,7.2793,8.3114,7.4424,7.5829,7.7089,7.8248,7.9332,8.0354
1990-11-27,0.93,9.21,2.23,10.51,7.2897,8.3246,7.4563,7.5980,7.7242,7.8399,7.9479,8.0497
1990-11-28,0.90,9.20,2.22,10.52,7.3224,8.3552,7.4954,7.6384,7.7637,7.8778,7.9840,8.0842
1990-11-29,0.85,9.17,2.23,10.55,7.3394,8.3670,7.5199,7.6639,7.7876,7.8993,8.0031,8.1010
1990-11-30,0.91,9.17,2.27,10.53,7.3188,8.3292,7.4955,7.6361,7.7571,7.8667,7.9688,8.0655
1990-12-03,0.92,9.14,2.25,10.47,7.3097,8.2799,7.4752,7.6076,7.7225,7.8276,7.9264,8.0206
1990-12-04,0.95,9.15,2.28,10.48,7.2725,8.2415,7.4374,7.5694,7.6841,7.7890,7.8877,7.9819
1990-12-05,0.98,9.14,2.31,10.47,7.2508,8.2111,7.4151,7.5456,7.6587,7.7623,7.8599,7.9531
1990-12-06,0.94,9.12,2.29,10.47,7.2545,8.2159,7.4242,7.5560,7.6688,7.7715,7.8680,7.9602
1990-12-07,1.06,9.09,2.40,10.43,7.1541,8.0864,7.3098,7.4341,7.5428,7.6432,7.7386,7.8303
1990-12-10,1.09,9.07,2.38,10.36,7.1061,8.0265,7.2601,7.3822,7.4888,7.5874,7.6814,7.7721
1990-12-11,1.11,9.05,2.42,10.36,7.0824,7.9843,7.2327,7.3513,7.4548,7.5511,7.6432,7.7324
1990-12-12,1.09,9.00,2.45,10.36,7.0502,7.9438,7.2024,7.3201,7.4219,7.5163,7.6068,7.6946
1990-12-13,1.01,8.99,2.38,10.36,7.0834,8.0148,7.2535,7.3806,7.4875,7.5846,7.6766,7.7652
1990-12-14,0.97,9.02,2.37,10.42,7.1124,8.0913,7.2986,7.4361,7.5499,7.6518,7.7470,7.8380
1990-12-17,1.00,9.02,2.42,10.44,7.1003,8.0915,7.2890,7.4287,7.5444,7.6479,7.7444,7.8363
1990-12-18,1.02,9.01,2.40,10.39,7.0703,8.0633,7.2607,7.4010,7.5167,7.6200,7.7164,7.8082
1990-12-19,1.01,9.01,2.41,10.41,6.9922,8.0537,7.1960,7.3487,7.4749,7.5868,7.6901,7.7874
1990-12-20,0.98,9.03,2.41,10.46,6.9716,8.1096,7.2051,7.3751,7.5119,7.6305,7.7382,7.8386
1990-12-21,0.94,9.05,2.39,10.50,6.9934,8.1985,7.2502,7.4350,7.5815,7.7066,7.8188,7.9224
1990-12-24,0.85,9.05,2.29,10.49,7.0175,8.3037,7.3055,7.5087,7.6666,7.7990,7.9160,8.0228
1990-12-25,.,.,.,.,.,.,.,.,.,.,.,.
1990-12-26,0.89,9.04,2.33,10.48,6.9868,8.2783,7.2798,7.4847,7.6429,7.7751,7.8918,7.9982
1990-12-27,0.92,9.03,2.34,10.45,6.9641,8.2402,7.2549,7.4571,7.6127,7.7427,7.8576,7.9627
1990-12-28,0.88,9.02,2.32,10.46,6.9482,8.2650,7.2528,7.4638,7.6252,7.7592,7.8768,7.9839
1990-12-31,0.97,9.05,2.35,10.43,6.8864,8.2208,7.1884,7.4011,7.5657,7.7030,7.8238,7.9336
1991-01-01,.,.,.,.,.,.,.,.,.,.,.,.
1991-01-02,1.04,9.01,2.42,10.39,6.8253,8.1352,7.1043,7.3082,7.4704,7.6082,7.7306,7.8425
1991-01-03,1.07,9.00,2.43,10.36,6.7943,8.0878,7.0612,7.2599,7.4203,7.5578,7.6806,7.7930
1991-01-04,0.99,9.01,2.38,10.40,6.8572,8.1472,7.1275,7.3267,7.4864,7.6228,7.7443,7.8555
1991-01-07,0.90,9.03,2.34,10.47,6.9001,8.2417,7.1882,7.3989,7.5661,7.7075,7.8325,7.9462
1991-01-08,0.87,9.03,2.34,10.50,6.8682,8.2737,7.1688,7.3911,7.5683,7.7178,7.8493,7.9681
1991-01-09,0.80,9.05,2.29,10.54,6.8229,8.3603,7.1672,7.4178,7.6138,7.7765,7.9173,8.0429
1991-01-10,0.90,9.06,2.37,10.53,6.7609,8.3261,7.1152,7.3717,7.5715,7.7366,7.8792,8.0061
1991-01-11,0.86,9.06,2.29,10.49,6.7327,8.3386,7.1062,7.3727,7.5777,7.7456,7.8897,8.0176
1991-01-14,0.85,9.08,2.29,10.52,6.7074,8.3624,7.1128,7.3931,7.6036,7.7732,7.9173,8.0443
1991-01-15,0.88,9.10,2.33,10.55,6.6851,8.3525,7.1037,7.3887,7.6000,7.7689,7.9118,8.0376
1991-01-16,0.88,9.12,2.36,10.60,6.7001,8.3715,7.1363,7.4258,7.6362,7.8022,7.9417,8.0642
1991-01-17,1.00,9.05,2.40,10.45,6.7009,8.2315,7.1055,7.3681,7.5567,7.7056,7.8316,7.9437
1991-01-18,1.02,9.05,2.40,10.43,6.6914,8.1744,7.0907,7.3453,7.5261,7.6679,7.7883,7.8957
1991-01-21,.,9.07,.,10.45,.,.,.,.,.,.,.,.
1991-01-22,0.98,9.05,2.38,10.45,6.6786,8.1720,7.0851,7.3427,7.5246,7.6667,7.7869,7.8941
1991-01-23,1.01,9.05,2.41,10.45,6.6691,8.1555,7.0655,7.3198,7.5014,7.6444,7.7658,7.8743
1991-01-24,1.04,9.04,2.41,10.41,6.6515,8.1258,7.0363,7.2863,7.4668,7.6101,7.7324,7.8419
1991-01-25,0.98,9.04,2.40,10.46,6.6831,8.1624,7.0688,7.3198,7.5011,7.6452,7.7681,7.8779
1991-01-28,0.97,9.03,2.37,10.43,6.7057,8.1655,7.0800,7.3258,7.5049,7.6481,7.7707,7.8806
1991-01-29,0.96,9.01,2.32,10.37,6.7020,8.1479,7.0656,7.3071,7.4847,7.6277,7.7507,7.8612
1991-01-30,0.95,9.00,2.30,10.35,6.6901,8.1494,7.0509,7.2936,7.4739,7.6197,7.7453,7.8580
1991-01-31,0.96,8.99,2.30,10.33,6.6656,8.1403,7.0235,7.2677,7.4508,7.5998,7.7282,7.8435
1991-02-01,1.05,8.96,2.33,10.24,6.5062,8.0392,6.8570,7.1072,7.3007,7.4606,7.5991,7.7231
1991-02-04,1.02,8.90,2.31,10.19,6.4397,8.0071,6.7909,7.0459,7.2452,7.4106,7.5541,7.6822
1991-02-05,1.04,8.89,2.30,10.15,6.4041,7.9848,6.7534,7.0097,7.2114,7.3794,7.5252,7.6554
1991-02-06,1.10,8.89,2.34,10.13,6.3776,7.9834,6.7374,6.9995,7.2046,7.3745,7.5216,7.6526
1991-02-07,1.02,8.84,2.28,10.10,6.3738,8.0018,6.7402,7.0069,7.2152,7.3875,7.5363,7.6687
1991-02-08,1.05,8.82,2.29,10.06,6.2970,7.9681,6.6927,6.9717,7.1845,7.3579,7.5063,7.6378
1991-02-11,1.00,8.78,2.24,10.02,6.3200,7.9635,6.7066,6.9797,7.1886,7.3593,7.5058,7.6358
1991-02-12,0.98,8.76,2.22,10.00,6.3247,7.9563,6.7081,6.9789,7.1860,7.3554,7.5008,7.6300
1991-02-13,0.97,8.75,2.20,9.98,6.3257,7.9537,6.7066,6.9763,7.1831,7.3523,7.4978,7.6271
1991-02-14,0.98,8.78,2.20,10.00,6.3187,7.9600,6.7015,6.9736,7.1824,7.3535,7.5005,7.6310
1991-02-15,1.02,8.80,2.23,10.01,6.3400,7.9655,6.7183,6.9871,7.1937,7.3631,7.5089,7.6384
1991-02-18,.,.,.,.,.,.,.,.,.,.,.,.
1991-02-19,1.01,8.81,2.22,10.02,6.3829,7.9880,6.7607,7.0267,7.2299,7.3961,7.5389,7.6661
1991-02-20,0.97,8.81,2.20,10.04,6.3957,8.0032,6.7773,7.0445,7.2478,7.4136,7.5560,7.6826
1991-02-21,0.93,8.81,2.15,10.03,6.4126,8.0334,6.8053,7.0769,7.2816,7.4474,7.5892,7.7151
1991-02-22,0.90,8.81,2.14,10.05,6.4508,8.0725,6.8559,7.1305,7.3343,7.4978,7.6369,7.7603
1991-02-25,0.91,8.82,2.12,10.03,6.4727,8.0668,6.8758,7.1461,7.3453,7.5046,7.6402,7.7606
1991-02-26,0.87,8.83,2.10,10.06,6.5157,8.1101,6.9215,7.1926,7.3917,7.5506,7.6857,7.8054
1991-02-27,0.86,8.84,2.10,10.08,6.5290,8.1293,6.9382,7.2110,7.4109,7.5701,7.7052,7.8249
1991-02-28,0.84,8.86,2.09,10.11,6.5433,8.1526,6.9538,7.2282,7.4296,7.5901,7.7263,7.8468
1991-03-01,0.79,8.91,2.04,10.16,6.6218,8.2449,7.0522,7.3333,7.5355,7.6944,7.8281,7.9460
1991-03-04,0.80,8.92,2.05,10.17,6.6277,8.2548,7.0651,7.3483,7.5506,7.7087,7.8414,7.9584
1991-03-05,0.83,8.91,2.02,10.10,6.6101,8.2356,7.0439,7.3260,7.5283,7.6869,7.8201,7.9376
1991-03-06,0.80,8.91,1.99,10.10,6.6186,8.2559,7.0544,7.3387,7.5429,7.7031,7.8376,7.9561
1991-03-07,0.84,8.91,1.99,10.06,6.6091,8.2359,7.0383,7.3195,7.5225,7.6822,7.8167,7.9354
1991-03-08,0.80,8.93,1.97,10.10,6.5733,8.2604,7.0193,7.3127,7.5245,7.6908,7.8303,7.9528
1991-03-11,0.84,8.90,1.98,10.04,6.5252,8.2332,6.9792,7.2771,7.4917,7.6598,7.8005,7.9239
1991-03-12,0.82,8.91,1.97,10.06,6.5104,8.2501,6.9797,7.2855,7.5041,7.6744,7.8162,7.9402
1991-03-13,0.88,8.90,2.01,10.03,6.4571,8.2035,6.9251,7.2314,7.4511,7.6226,7.7657,7.8908
1991-03-14,0.87,8.89,2.00,10.02,6.4082,8.1917,6.8862,7.1998,7.4250,7.6006,7.7468,7.8743
1991-03-15,0.84,8.94,1.98,10.08,6.4291,8.2566,6.9253,7.2492,7.4804,7.6597,7.8083,7.9373
1991-03-18,0.81,8.96,1.97,10.12,6.4720,8.3172,6.9837,7.3137,7.5467,7.7259,7.8735,8.0014
1991-03-19,0.75,9.00,1.93,10.18,6.5572,8.4048,7.0878,7.4226,7.6545,7.8304,7.9741,8.0982
1991-03-20,0.78,8.98,1.93,10.13,6.5539,8.3772,7.0825,7.4135,7.6413,7.8135,7.9541,8.0756
1991-03-21,0.80,8.96,1.94,10.10,6.5324,8.3297,7.0528,7.3782,7.6022,7.7716,7.9103,8.0304
1991-03-22,0.83,8.96,1.99,10.12,6.5257,8.3069,7.0428,7.3652,7.5866,7.7540,7.8911,8.0099
1991-03-25,0.80,8.93,1.96,10.09,6.5306,8.2985,7.0465,7.3666,7.5859,7.7513,7.8867,8.0042
1991-03-26,0.80,8.93,1.96,10.09,6.5331,8.2973,7.0530,7.3735,7.5917,7.7557,7.8897,8.0059
1991-03-27,0.83,8.91,1.96,10.04,6.4930,8.2541,7.0121,7.3320,7.5496,7.7131,7.8468,7.9627
1991-03-28,0.85,8.90,1.96,10.01,6.4492,8.2246,6.9714,7.2938,7.5134,7.6787,7.8137,7.9308
1991-03-29,.,.,.,.,.,.,.,.,.,.,.,.
1991-04-01,0.80,8.87,1.95,10.02,6.4329,8.2230,6.9575,7.2824,7.5044,7.6716,7.8082,7.9266
1991-04-02,0.83,8.86,1.97,10.00,6.4099,8.1916,6.9243,7.2457,7.4671,7.6349,7.7725,7.8921
1991-04-03,0.82,8.87,1.94,9.99,6.4122,8.2016,6.9263,7.2487,7.4715,7.6406,7.7795,7.9001
1991-04-04,0.84,8.84,1.95,9.95,6.3880,8.1784,6.8970,7.2183,7.4417,7.6120,7.7522,7.8740
1991-04-05,0.86,8.85,1.97,9.96,6.3605,8.1617,6.8674,7.1897,7.4150,7.5875,7.7298,7.8533
1991-04-08,0.87,8.85,1.95,9.93,6.3319,8.1494,6.8447,7.1706,7.3981,7.5721,7.7153,7.8396
1991-04-09,0.82,8.85,1.91,9.94,6.3301,8.1813,6.8585,7.1926,7.4246,7.6010,7.7456,7.8708
1991-04-10,0.78,8.88,1.86,9.96,6.3590,8.2545,6.9111,7.2567,7.4944,7.6735,7.8192,7.9447
1991-04-11,0.83,8.92,1.90,9.99,6.3300,8.2615,6.8921,7.2450,7.4879,7.6709,7.8196,7.9474
1991-04-12,0.89,8.87,1.99,9.97,6.2720,8.1956,6.8275,7.1776,7.4195,7.6024,7.7515,7.8797
1991-04-15,0.86,8.81,1.98,9.93,6.2828,8.1610,6.8265,7.1676,7.4027,7.5805,7.7255,7.8508
1991-04-16,0.84,8.81,1.97,9.94,6.3045,8.1531,6.8429,7.1787,7.4092,7.5830,7.7250,7.8477
1991-04-17,0.82,8.77,1.96,9.91,6.2874,8.1332,6.8279,7.1637,7.3935,7.5664,7.7075,7.8294
1991-04-18,0.80,8.82,1.91,9.93,6.3520,8.1944,6.9005,7.2378,7.4664,7.6373,7.7761,7.8959
1991-04-19,0.75,8.85,1.86,9.96,6.4092,8.2572,6.9589,7.2975,7.5272,7.6989,7.8382,7.9584
1991-04-22,0.75,8.90,1.83,9.98,6.4216,8.3011,6.9819,7.3274,7.5616,7.7364,7.8780,7.9997
1991-04-23,0.79,8.91,1.85,9.97,6.4145,8.2847,6.9674,7.3098,7.5431,7.7179,7.8598,7.9820
1991-04-24,0.85,8.91,1.83,9.89,6.3678,8.2296,6.9091,7.2476,7.4804,7.6560,7.7993,7.9230
1991-04-25,0.80,8.87,1.82,9.89,6.3387,8.2269,6.8840,7.2271,7.4640,7.6432,7.7894,7.9154
1991-04-26,0.81,8.87,1.84,9.90,6.3336,8.2293,6.8795,7.2237,7.4619,7.6422,7.7894,7.9162
1991-04-29,0.80,8.87,1.80,9.87,6.3239,8.2366,6.8730,7.2203,7.4611,7.6436,7.7925,7.9207
1991-04-30,0.81,8.83,1.83,9.85,6.2586,8.1999,6.8110,7.1629,7.4082,7.5947,7.7470,7.8781
1991-05-01,0.83,8.84,1.80,9.81,6.2314,8.1867,6.7817,7.1350,7.3829,7.5721,7.7269,7.8602
1991-05-02,0.83,8.80,1.80,9.77,6.1965,8.1550,6.7475,7.1013,7.3495,7.5391,7.6941,7.8277
1991-05-03,0.78,8.82,1.79,9.83,6.2059,8.2027,6.7716,7.1340,7.3877,7.5806,7.7380,7.8731
1991-05-06,0.77,8.82,1.77,9.82,6.2075,8.2278,6.7819,7.1496,7.4066,7.6017,7.7605,7.8966
1991-05-07,0.75,8.81,1.77,9.83,6.2204,8.2470,6.7912,7.1591,7.4175,7.6145,7.7751,7.9127
1991-05-08,0.79,8.83,1.78,9.82,6.2286,8.2510,6.7972,7.1640,7.4220,7.6187,7.7792,7.9167
1991-05-09,0.81,8.83,1.80,9.82,6.2302,8.2485,6.7995,7.1660,7.4231,7.6190,7.7787,7.9156
1991-05-10,0.73,8.85,1.76,9.88,6.2431,8.3092,6.8273,7.2038,7.4680,7.6689,7.8322,7.9718
1991-05-13,0.78,8.85,1.81,9.88,6.2203,8.3036,6.8053,7.1844,7.4515,7.6550,7.8206,7.9621
1991-05-14,0.74,8.88,1.79,9.93,6.2327,8.3461,6.8232,7.2078,7.4797,7.6872,7.8560,7.9999
1991-05-15,0.77,8.90,1.79,9.92,6.2167,8.3550,6.8094,7.1979,7.4739,7.6851,7.8570,8.0036
1991-05-16,0.78,8.90,1.80,9.92,6.1987,8.3521,6.7958,7.1873,7.4655,7.6783,7.8515,7.9990
1991-05-17,0.82,8.90,1.83,9.91,6.1885,8.3313,6.7876,7.1780,7.4541,7.6647,7.8358,7.9816
1991-05-20,0.77,8.87,1.80,9.90,6.2090,8.3359,6.8074,7.1956,7.4690,7.6771,7.8460,7.9900
1991-05-21,0.81,8.87,1.83,9.89,6.2233,8.3092,6.8067,7.1858,7.4534,7.6578,7.8242,7.9663
1991-05-22,0.80,8.86,1.81,9.87,6.2117,8.3023,6.7895,7.1679,7.4369,7.6432,7.8115,7.9554
1991-05-23,0.75,8.85,1.79,9.89,6.1964,8.3173,6.7793,7.1631,7.4369,7.6471,7.8187,7.9653
1991-05-24,0.77,8.87,1.80,9.90,6.1840,8.3278,6.7693,7.1568,7.4344,7.6480,7.8224,7.9712
1991-05-27,.,.,.,.,.,.,.,.,.,.,.,.
1991-05-28,0.79,8.86,1.83,9.90,6.1601,8.3019,6.7396,7.1254,7.4031,7.6175,7.7929,7.9428
1991-05-29,0.81,8.88,1.79,9.86,6.1672,8.3000,6.7397,7.1228,7.3995,7.6139,7.7896,7.9398
1991-05-30,0.84,8.86,1.80,9.82,6.1618,8.2649,6.7229,7.0992,7.3719,7.5835,7.7575,7.9065
1991-05-31,0.82,8.88,1.77,9.83,6.2094,8.2828,6.7657,7.1369,7.4049,7.6127,7.7834,7.9298
1991-06-03,0.75,8.89,1.73,9.87,6.2837,8.3464,6.8462,7.2176,7.4834,7.6882,7.8560,7.9997
1991-06-04,0.76,8.90,1.74,9.88,6.2998,8.3495,6.8645,7.2346,7.4980,7.7002,7.8656,8.0072
1991-06-05,0.75,8.94,1.72,9.91,6.3328,8.3822,6.9060,7.2781,7.5407,7.7412,7.9046,8.0444
1991-06-06,0.72,8.95,1.70,9.93,6.3574,8.4163,6.9465,7.3235,7.5863,7.7853,7.9465,8.0840
1991-06-07,0.69,8.98,1.71,10.00,6.4106,8.4769,7.0232,7.4066,7.6687,7.8641,8.0211,8.1545
1991-06-10,0.68,8.97,1.71,10.00,6.4275,8.4844,7.0464,7.4300,7.6899,7.8825,8.0367,8.1675
1991-06-11,0.69,8.98,1.70,9.99,6.4363,8.4809,7.0589,7.4416,7.6990,7.8888,8.0404,8.1689
1991-06-12,0.68,9.04,1.67,10.03,6.4685,8.5218,7.1059,7.4932,7.7509,7.9392,8.0887,8.2151
1991-06-13,0.70,9.04,1.67,10.01,6.4733,8.5153,7.1116,7.4975,7.7530,7.9393,8.0869,8.2118
1991-06-14,0.73,9.02,1.69,9.98,6.4479,8.4663,7.0751,7.4551,7.7075,7.8920,8.0387,8.1631
1991-06-17,0.74,9.04,1.68,9.98,6.4460,8.4634,7.0707,7.4501,7.7025,7.8873,8.0344,8.1592
1991-06-18,0.73,9.05,1.66,9.98,6.4500,8.4755,7.0728,7.4529,7.7070,7.8936,8.0423,8.1685
1991-06-19,0.73,9.06,1.66,9.99,6.4270,8.4907,7.0551,7.4417,7.7019,7.8938,8.0469,8.1766
1991-06-20,0.74,9.04,1.67,9.97,6.3914,8.4714,7.0134,7.4007,7.6643,7.8601,8.0169,8.1500
1991-06-21,0.72,9.04,1.66,9.98,6.4020,8.4895,7.0264,7.4155,7.6802,7.8767,8.0341,8.1675
1991-06-24,0.72,9.05,1.65,9.98,6.4168,8.5021,7.0465,7.4364,7.7002,7.8954,8.0513,8.1833
1991-06-25,0.72,9.05,1.64,9.97,6.4244,8.5061,7.0557,7.4455,7.7086,7.9028,8.0579,8.1891
1991-06-26,0.71,9.04,1.62,9.95,6.4217,8.5110,7.0565,7.4481,7.7122,7.9070,8.0623,8.1938
1991-06-27,0.72,9.04,1.62,9.94,6.4061,8.4988,7.0403,7.4322,7.6969,7.8923,8.0483,8.1803
1991-06-28,0.78,9.02,1.66,9.90,6.3564,8.4625,6.9815,7.3732,7.6409,7.8404,8.0003,8.1359
1991-07-01,0.77,9.03,1.66,9.92,6.3681,8.4554,6.9890,7.3771,7.6420,7.8392,7.9973,8.1315
1991-07-02,0.76,9.03,1.62,9.89,6.3882,8.4653,7.0101,7.3970,7.6600,7.8554,8.0118,8.1446
1991-07-03,0.77,9.03,1.64,9.90,6.3810,8.4532,7.0027,7.3888,7.6510,7.8455,8.0013,8.1335
1991-07-04,.,.,.,.,.,.,.,.,.,.,.,.
1991-07-05,0.71,9.05,1.59,9.93,6.4125,8.5007,7.0487,7.4405,7.7042,7.8984,8.0533,8.1843
1991-07-08,0.71,9.05,1.63,9.97,6.4017,8.5145,7.0445,7.4412,7.7086,7.9056,8.0625,8.1951
1991-07-09,0.70,9.06,1.62,9.98,6.4020,8.5301,7.0458,7.4448,7.7148,7.9142,8.0732,8.2075
1991-07-10,0.71,9.06,1.65,10.00,6.3884,8.5266,7.0296,7.4294,7.7014,7.9030,8.0640,8.2001
1991-07-11,0.73,9.03,1.64,9.94,6.3622,8.4804,6.9920,7.3864,7.6559,7.8564,8.0171,8.1532
1991-07-12,0.74,9.00,1.64,9.90,6.3317,8.4255,6.9495,7.3377,7.6039,7.8027,7.9625,8.0982
1991-07-15,0.72,8.98,1.66,9.92,6.3328,8.4191,6.9458,7.3319,7.5972,7.7958,7.9555,8.0913
1991-07-16,0.72,8.99,1.66,9.93,6.3397,8.4160,6.9460,7.3291,7.5933,7.7916,7.9515,8.0875
1991-07-17,0.68,8.98,1.62,9.92,6.3681,8.4550,6.9742,7.3590,7.6252,7.8253,7.9868,8.1241
1991-07-18,0.69,9.00,1.62,9.93,6.3668,8.4675,6.9741,7.3611,7.6296,7.8318,7.9950,8.1337
1991-07-19,0.73,9.01,1.62,9.90,6.3445,8.4527,6.9470,7.3339,7.6041,7.8085,7.9739,8.1146
1991-07-22,0.71,8.99,1.61,9.89,6.3441,8.4524,6.9447,7.3312,7.6016,7.8064,7.9722,8.1134
1991-07-23,0.67,8.98,1.57,9.88,6.3565,8.4706,6.9594,7.3472,7.6185,7.8238,7.9900,8.1313
1991-07-24,0.74,8.98,1.59,9.83,6.3244,8.4209,6.9150,7.2975,7.5667,7.7716,7.9379,8.0798
1991-07-25,0.76,8.96,1.60,9.80,6.3088,8.3797,6.8872,7.2633,7.5291,7.7322,7.8976,8.0389
1991-07-26,0.75,8.95,1.61,9.81,6.2943,8.3677,6.8682,7.2437,7.5103,7.7146,7.8814,8.0239
1991-07-29,0.75,8.95,1.62,9.82,6.2802,8.3625,6.8511,7.2271,7.4955,7.7020,7.8707,8.0150
1991-07-30,0.72,8.93,1.61,9.82,6.2734,8.3657,6.8436,7.2209,7.4911,7.6993,7.8697,8.0154
1991-07-31,0.73,8.93,1.60,9.80,6.2443,8.3471,6.8101,7.1878,7.4602,7.6710,7.8439,7.9918
1991-08-01,0.73,8.93,1.61,9.81,6.2492,8.3601,6.8157,7.1947,7.4685,7.6805,7.8544,8.0032
1991-08-02,0.83,8.89,1.67,9.73,6.1518,8.2545,6.6984,7.0714,7.3453,7.5599,7.7371,7.8891
1991-08-05,0.82,8.86,1.68,9.72,6.1290,8.2252,6.6645,7.0342,7.3079,7.5236,7.7023,7.8559
1991-08-06,0.87,8.84,1.70,9.67,6.0511,8.1694,6.5778,6.9483,7.2265,7.4475,7.6314,7.7897
1991-08-07,0.88,8.81,1.73,9.66,6.0079,8.1512,6.5341,6.9079,7.1903,7.4156,7.6032,7.7647
1991-08-08,0.83,8.81,1.70,9.68,5.9850,8.1932,6.5216,6.9067,7.1996,7.4336,7.6283,7.7955
1991-08-09,0.81,8.79,1.72,9.70,5.9482,8.2039,6.4905,6.8835,7.1841,7.4248,7.6252,7.7970
1991-08-12,0.83,8.78,1.74,9.69,5.9277,8.2005,6.4702,6.8656,7.1691,7.4126,7.6154,7.7892
1991-08-13,0.85,8.76,1.75,9.66,5.9104,8.1751,6.4471,6.8401,7.1426,7.3859,7.5888,7.7629
1991-08-14,0.91,8.73,1.76,9.58,5.8635,8.1060,6.3813,6.7667,7.0670,7.3103,7.5142,7.6897
1991-08-15,0.86,8.70,1.76,9.60,5.8438,8.1074,6.3553,6.7422,7.0467,7.2948,7.5033,7.6827
1991-08-16,0.85,8.69,1.75,9.59,5.8110,8.1008,6.3207,6.7109,7.0200,7.2729,7.4856,7.6686
1991-08-19,0.85,8.68,1.79,9.62,5.7370,8.0997,6.2590,6.6619,6.9825,7.2449,7.4654,7.6547
1991-08-20,0.88,8.69,1.82,9.63,5.6766,8.0852,6.2012,6.6110,6.9392,7.2087,7.4352,7.6297
1991-08-21,0.88,8.68,1.81,9.61,5.7393,8.1024,6.2512,6.6520,6.9736,7.2382,7.4610,7.6525
1991-08-22,0.88,8.66,1.80,9.58,5.7606,8.0821,6.2540,6.6448,6.9609,7.2224,7.4433,7.6337
1991-08-23,0.84,8.72,1.79,9.67,5.8587,8.1374,6.3511,6.7360,7.0450,7.2997,7.5147,7.7000
1991-08-26,0.82,8.73,1.76,9.67,5.9125,8.1809,6.4077,6.7919,7.0991,7.3515,7.5644,7.7478
1991-08-27,0.84,8.73,1.75,9.64,5.9058,8.1751,6.3970,6.7805,7.0881,7.3416,7.5555,7.7399
1991-08-28,0.88,8.70,1.76,9.58,5.8346,8.1162,6.3188,6.7023,7.0125,7.2693,7.4865,7.6739
1991-08-29,0.92,8.66,1.80,9.54,5.7813,8.0576,6.2567,6.6372,6.9471,7.2047,7.4232,7.6119
1991-08-30,0.87,8.69,1.75,9.57,5.8195,8.1051,6.3037,6.6876,6.9984,7.2559,7.4737,7.6616
1991-09-02,.,.,.,.,.,.,.,.,.,.,.,.
1991-09-03,0.86,8.67,1.76,9.57,5.8256,8.1028,6.3067,6.6887,6.9984,7.2551,7.4724,7.6600
1991-09-04,0.87,8.68,1.79,9.60,5.8219,8.1052,6.3016,6.6842,6.9951,7.2531,7.4716,7.6602
1991-09-05,0.86,8.69,1.78,9.61,5.8238,8.1203,6.3060,6.6910,7.0040,7.2637,7.4835,7.6732
1991-09-06,0.89,8.65,1.79,9.55,5.7824,8.0713,6.2559,6.6377,6.9501,7.2102,7.4309,7.6216
1991-09-09,0.91,8.64,1.81,9.54,5.7541,8.0314,6.2204,6.5989,6.9098,7.1694,7.3900,7.5808
1991-09-10,0.90,8.63,1.82,9.55,5.7325,8.0224,6.2026,6.5837,6.8964,7.1572,7.3788,7.5703
1991-09-11,0.89,8.63,1.84,9.58,5.7337,8.0264,6.2068,6.5889,6.9018,7.1625,7.3838,7.5751
1991-09-12,0.94,8.61,1.84,9.51,5.7067,7.9800,6.1745,6.5526,6.8625,7.1210,7.3407,7.5307
1991-09-13,0.96,8.62,1.85,9.51,5.6713,7.9451,6.1418,6.5205,6.8300,7.0880,7.3071,7.4966
1991-09-16,0.98,8.61,1.87,9.50,5.6646,7.9199,6.1341,6.5099,6.8163,7.0713,7.2880,7.4755
1991-09-17,0.98,8.60,1.88,9.50,5.6695,7.8980,6.1352,6.5064,6.8084,7.0597,7.2733,7.4583
1991-09-18,1.00,8.62,1.88,9.50,5.6729,7.8885,6.1396,6.5093,6.8089,7.0579,7.2693,7.4526
1991-09-19,0.98,8.59,1.90,9.51,5.6849,7.8843,6.1504,6.5175,6.8145,7.0610,7.2704,7.4519
1991-09-20,1.03,8.60,1.94,9.51,5.6716,7.8555,6.1327,6.4965,6.7912,7.0360,7.2441,7.4247
1991-09-23,1.04,8.59,1.92,9.47,5.6771,7.8411,6.1342,6.4944,6.7860,7.0282,7.2343,7.4133
1991-09-24,1.00,8.56,1.91,9.47,5.6753,7.8417,6.1347,6.4957,6.7874,7.0296,7.2356,7.4144
1991-09-25,0.99,8.57,1.90,9.48,5.6715,7.8572,6.1347,6.4993,6.7941,7.0387,7.2466,7.4269
1991-09-26,0.98,8.54,1.91,9.47,5.6376,7.8541,6.1035,6.4729,6.7727,7.0219,7.2337,7.4173
1991-09-27,1.04,8.53,1.96,9.45,5.5967,7.7983,6.0520,6.4168,6.7149,6.9637,7.1756,7.3597
1991-09-30,1.06,8.53,1.94,9.41,5.5684,7.7643,6.0178,6.3804,6.6779,6.9269,7.1394,7.3240
1991-10-01,1.05,8.50,1.97,9.42,5.5541,7.7402,5.9986,6.3587,6.6549,6.9032,7.1153,7.2998
1991-10-02,1.03,8.50,1.96,9.43,5.5525,7.7352,5.9957,6.3550,6.6507,6.8987,7.1106,7.2950
1991-10-03,0.97,8.44,1.96,9.43,5.5324,7.7249,5.9785,6.3398,6.6369,6.8859,7.0986,7.2835
